event_id,source_year,doz_zone_id,objective_zone_id,anchor_zone_id,anchor_family,anchor_variant,partner_zone_id,partner_family,partner_variant,doz_contact_time,objective_contact_time,confluence_time,confirm_time,entry_time,confluence_idx,causal_clean_rejection_trigger_minutes,confirm_idx,entry_idx,direction,anchor_side,doz_side,objective_side,side_relation,anchor_lower,anchor_upper,pair_lower,pair_upper,direct_overlap,doz_origin_time,doz_known_time,doz_source_tf,doz_variant,objective_origin_time,objective_known_time,objective_source_tf,objective_variant,doz_activation_session,objective_activation_session,entry_session,timing_integrity_pass,prefix_invariance_pass
035eec6b5bc4ef3f86072678,2021,DOZ_LAST_00001614,NY_AM_H_00002204,NY_AM_H_00002204,OBJECTIVE_LIQUIDITY,NY_AM_HIGH,DOZ_LAST_00001614,DISPLACEMENT_ORIGIN,DOZ_LAST,2021-01-03T23:00:00+00:00,2021-01-03T23:00:00+00:00,2021-01-03T23:00:00+00:00,2021-01-03T23:00:00+00:00,2021-01-03T23:01:00+00:00,531300,0,531300,531301,SHORT,RESISTANCE,RESISTANCE,RESISTANCE,SAME_SIDE,1910.940299297606,1912.6197007023939,1910.940299297606,1912.6197007023939,1.0,2020-11-09T13:00:00+00:00,2020-11-09T13:15:00+00:00,15min,DOZ_LAST,2020-11-09T16:59:00+00:00,2020-11-09T17:00:00+00:00,SESSION,NY_AM_HIGH,NY_AM,NY_PM,ASIA_CME,True,True
922575f2501a4ff7686787a1,2021,DOZ_BASE_00005270,LONDON_L_00002577,LONDON_L_00002577,OBJECTIVE_LIQUIDITY,LONDON_LOW,DOZ_BASE_00005270,DISPLACEMENT_ORIGIN,DOZ_BASE,2021-01-06T12:44:00+00:00,2021-01-06T12:44:00+00:00,2021-01-06T12:44:00+00:00,2021-01-06T12:44:00+00:00,2021-01-06T12:45:00+00:00,535004,0,535004,535005,LONG,SUPPORT,SUPPORT,SUPPORT,SAME_SIDE,1923.7575000000002,1925.5854999999997,1923.7575000000002,1925.5854999999997,1.0,2021-01-04T07:00:00+00:00,2021-01-04T08:30:00+00:00,30min,DOZ_BASE,2021-01-04T12:59:00+00:00,2021-01-04T13:00:00+00:00,SESSION,LONDON_LOW,LONDON,NY_AM,LONDON,True,True
789b9592a028a27fc0d87c5d,2021,DOZ_BASE_00007178,LONDON_L_00002725,LONDON_L_00002725,OBJECTIVE_LIQUIDITY,LONDON_LOW,DOZ_BASE_00007178,DISPLACEMENT_ORIGIN,DOZ_BASE,2021-01-25T15:09:00+00:00,2021-01-25T15:11:00+00:00,2021-01-25T15:11:00+00:00,2021-01-25T15:11:00+00:00,2021-01-25T15:12:00+00:00,562511,0,562511,562512,LONG,SUPPORT,SUPPORT,SUPPORT,SAME_SIDE,1849.4160000000002,1850.924,1849.48,1850.924,0.9575596816977063,2021-01-25T09:00:00+00:00,2021-01-25T11:00:00+00:00,1h,DOZ_BASE,2021-01-25T12:59:00+00:00,2021-01-25T13:00:00+00:00,SESSION,LONDON_LOW,LONDON,NY_AM,NY_AM,True,True
af13a3b880a71853c03dff3a,2021,DOZ_LAST_00002025,LONDON_L_00002755,LONDON_L_00002755,OBJECTIVE_LIQUIDITY,LONDON_LOW,DOZ_LAST_00002025,DISPLACEMENT_ORIGIN,DOZ_LAST,2021-01-28T18:08:00+00:00,2021-01-28T18:08:00+00:00,2021-01-28T18:08:00+00:00,2021-01-28T18:08:00+00:00,2021-01-28T18:09:00+00:00,567008,0,567008,567009,LONG,SUPPORT,SUPPORT,SUPPORT,SAME_SIDE,1833.8175,1835.3654999999999,1834.215,1835.3654999999999,0.7432170542636518,2021-01-28T07:45:00+00:00,2021-01-28T08:15:00+00:00,15min,DOZ_LAST,2021-01-28T12:59:00+00:00,2021-01-28T13:00:00+00:00,SESSION,LONDON_LOW,LONDON,NY_AM,NY_PM,True,True
e175a10fa88ef00d85a1b3e1,2021,DOZ_LAST_00002061,LONDON_H_00002804,LONDON_H_00002804,OBJECTIVE_LIQUIDITY,LONDON_HIGH,DOZ_LAST_00002061,DISPLACEMENT_ORIGIN,DOZ_LAST,2021-02-08T12:52:00+00:00,2021-02-08T12:53:00+00:00,2021-02-08T12:53:00+00:00,2021-02-08T12:55:00+00:00,2021-02-08T12:56:00+00:00,582533,2,582535,582536,SHORT,RESISTANCE,RESISTANCE,RESISTANCE,SAME_SIDE,1825.8685000000003,1827.3884999999998,1825.8685000000003,1826.6285,0.5,2021-02-04T08:00:00+00:00,2021-02-04T09:15:00+00:00,15min,DOZ_LAST,2021-02-04T12:59:00+00:00,2021-02-04T13:00:00+00:00,SESSION,LONDON_HIGH,LONDON,NY_AM,LONDON,True,True
8e00875ee93070c288498008,2021,DOZ_LAST_00007182,PDH_00000564,DOZ_LAST_00007182,DISPLACEMENT_ORIGIN,DOZ_LAST,PDH_00000564,OBJECTIVE_LIQUIDITY,PDH,2021-02-08T14:10:00+00:00,2021-02-08T14:10:00+00:00,2021-02-08T14:10:00+00:00,2021-02-08T14:14:00+00:00,2021-02-08T14:15:00+00:00,582610,4,582614,582615,SHORT,RESISTANCE,RESISTANCE,RESISTANCE,SAME_SIDE,1833.36,1834.81,1833.36,1834.81,1.0,2021-02-04T00:00:00+00:00,2021-02-04T02:00:00+00:00,1h,DOZ_LAST,2021-02-04T21:59:00+00:00,2021-02-04T23:00:00+00:00,D1,PDH,ASIA_CME,ASIA_CME,NY_AM,True,True
bcedf8131d9b1346c1c688ce,2021,DOZ_LAST_00002193,NY_PM_H_00002976,NY_PM_H_00002976,OBJECTIVE_LIQUIDITY,NY_PM_HIGH,DOZ_LAST_00002193,DISPLACEMENT_ORIGIN,DOZ_LAST,2021-03-02T12:53:00+00:00,2021-03-02T12:54:00+00:00,2021-03-02T12:54:00+00:00,2021-03-02T12:54:00+00:00,2021-03-02T12:55:00+00:00,614214,0,614214,614215,SHORT,RESISTANCE,RESISTANCE,RESISTANCE,SAME_SIDE,1733.9450000000002,1735.4249999999997,1733.9450000000002,1735.4249999999997,1.0,2021-03-01T16:45:00+00:00,2021-03-01T17:15:00+00:00,15min,DOZ_LAST,2021-03-01T20:59:00+00:00,2021-03-01T21:00:00+00:00,SESSION,NY_PM_HIGH,NY_PM,TRANSITION,LONDON,True,True
5bd8bafbbd48586427de9854,2021,DOZ_LAST_00002214,LONDON_H_00002992,LONDON_H_00002992,OBJECTIVE_LIQUIDITY,LONDON_HIGH,DOZ_LAST_00002214,DISPLACEMENT_ORIGIN,DOZ_LAST,2021-03-11T03:17:00+00:00,2021-03-11T03:17:00+00:00,2021-03-11T03:17:00+00:00,2021-03-11T03:18:00+00:00,2021-03-11T03:19:00+00:00,626597,1,626598,626599,SHORT,RESISTANCE,RESISTANCE,RESISTANCE,SAME_SIDE,1733.215,1734.2549999999999,1733.3525,1734.2549999999999,0.8677884615384132,2021-03-03T07:45:00+00:00,2021-03-03T08:15:00+00:00,15min,DOZ_LAST,2021-03-03T12:59:00+00:00,2021-03-03T13:00:00+00:00,SESSION,LONDON_HIGH,LONDON,NY_AM,ASIA_CME,True,True
069ce35c67a1970400ac4008,2021,DOZ_LAST_00007260,NY_AM_L_00003045,NY_AM_L_00003045,OBJECTIVE_LIQUIDITY,NY_AM_LOW,DOZ_LAST_00007260,DISPLACEMENT_ORIGIN,DOZ_LAST,2021-03-12T06:13:00+00:00,2021-03-12T06:13:00+00:00,2021-03-12T06:13:00+00:00,2021-03-12T06:13:00+00:00,2021-03-12T06:14:00+00:00,628213,0,628213,628214,LONG,SUPPORT,SUPPORT,SUPPORT,SAME_SIDE,1710.7155000000002,1712.2675,1710.7155000000002,1712.2675,1.0,2021-03-10T12:00:00+00:00,2021-03-10T14:00:00+00:00,1h,DOZ_LAST,2021-03-10T16:59:00+00:00,2021-03-10T17:00:00+00:00,SESSION,NY_AM_LOW,NY_AM,NY_PM,ASIA_CME,True,True
bff01493700032527071568b,2021,DOZ_BASE_00007271,NY_AM_H_00003104,NY_AM_H_00003104,OBJECTIVE_LIQUIDITY,NY_AM_HIGH,DOZ_BASE_00007271,DISPLACEMENT_ORIGIN,DOZ_BASE,2021-03-18T16:02:00+00:00,2021-03-18T16:02:00+00:00,2021-03-18T16:02:00+00:00,2021-03-18T16:02:00+00:00,2021-03-18T16:03:00+00:00,637442,0,637442,637443,SHORT,RESISTANCE,RESISTANCE,RESISTANCE,SAME_SIDE,1732.8729999999998,1734.3170000000002,1732.8729999999998,1734.3170000000002,1.0,2021-03-18T10:00:00+00:00,2021-03-18T14:00:00+00:00,1h,DOZ_BASE,2021-03-18T15:59:00+00:00,2021-03-18T16:00:00+00:00,SESSION,NY_AM_HIGH,NY_AM,NY_PM,NY_PM,True,True
